company_id,legal_name,trade_name,rfc,rfc_type,website,domain,industry,industry_code,employee_count_min,employee_count_max,employee_count_source,phone,email,street,number,colony,municipality,state,postal_code,country,latitude,longitude,source_count,sources,data_quality_score,last_verified_at,created_at
mx_5724208e-978f-f12f-1530-3dccee5aa75f,AUTOMOTRIZ DE LAS AMERICAS S.A. DE C.V.,AUTOMOTRIZ DE LAS AMERICAS,AUD180216U9M,MORAL,https://www.automotrizdelasame.mx,automotrizdelasame.mx,Fabricación de estructuras metálicas y pailería industrial,3323,31,50,31 a 50 personas,+528515080667,contacto@automotrizdelasame.mx,Carretera Morones Prieto,4085,Jardines del Bosque,Toluca,México,15706,Mexico,18.510282,-95.813041,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_2199cb45-a74f-a2c7-59b5-8cc202961b92,CONSTRUCCIONES INDUSTRIAL S.A. DE C.V.,CONSTRUCCIONES INDUSTRIAL,COI1906022VS,MORAL,https://www.construccionesindu.com.mx,construccionesindu.com.mx,Fabricación de equipo de transporte y autopartes,3363,31,50,31 a 50 personas,+525088114500,contacto@construccionesindu.com.mx,Calzada Morones Prieto,2905,Polanco,Boca del Río,Veracruz,30451,Mexico,25.396815,-97.203546,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_1295e8c4-076a-8349-cb4f-8e81e293deca,PLASTICOS DEL NORTE 56 S.A.S.,PLASTICOS DEL NORTE 56,PLD180210NQF,MORAL,https://www.plasticosdelnorte3.com,plasticosdelnorte3.com,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,31,50,31 a 50 personas,+526559394319,contacto@plasticosdelnorte3.com,Boulevard Benito Juárez,4105 Int Piso 4,Zona Industrial,Cuernavaca,Morelos,17962,Mexico,20.4152,-99.525924,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_11437485-a348-7423-f576-409c0274fade,ALIMENTOS Y BEBIDAS DE LAS AMERICAS S.A.S.,ALIMENTOS Y BEBIDAS DE LAS AMERICAS,ALD031215KAK,MORAL,https://www.alimentosybebidasd.mx,alimentosybebidasd.mx,Fabricación de productos farmacéuticos y medicamentos,3254,0,5,0 a 5 personas,+526484225972,contacto@alimentosybebidasd.mx,Boulevard Reforma,3613,Jardines del Bosque,Celaya,Guanajuato,11848,Mexico,24.022761,-97.291352,1,DENUE;DENUE,100,2026-09-06T14:49:28.009183+00:00,2026-09-06T14:49:23.999183+00:00
mx_8de94b4f-ffeb-1957-03d9-b751bd2ad7a3,ALIMENTOS Y BEBIDAS INTERNACIONAL S.A. DE C.V.,ALIMENTOS Y BEBIDAS INTERNACIONAL,ALI170121URA,MORAL,https://www.alimentosybebidasi.com.mx,alimentosybebidasi.com.mx,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,101,250,101 a 250 personas,+526349007671,contacto@alimentosybebidasi.com.mx,Boulevard Constitución,429,Industrial Vallejo,Salamanca,Guanajuato,11922,Mexico,18.966432,-102.071465,1,DENUE,97,2026-09-06T14:49:23.988669+00:00,2026-09-06T14:49:24.051981+00:00
mx_42cbf610-ba74-86e7-6de1-c594168885d4,CONSTRUCCIONES INDUSTRIAL S.A.P.I. DE C.V.,CONSTRUCCIONES INDUSTRIAL,COI131107PW1,MORAL,https://www.construccionesindu.mx,construccionesindu.mx,Fabricación de productos de plástico y polímeros para empaque,3261,6,10,6 a 10 personas,+527672414153,contacto@construccionesindu.mx,Circuito Insurgentes Sur,1312,Roma Norte,Celaya,Guanajuato,11330,Mexico,17.719832,-95.710568,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_c2adc058-581f-898e-92a4-bd4985271d3c,INDUSTRIAS NACIONAL S.A.P.I. DE C.V.,INDUSTRIAS NACIONAL,INN150117BWE,MORAL,https://www.industriasnacional.mx,industriasnacional.mx,Transporte de carga general y logística multimodal,4841,251,,251 y más personas,+526844522368,contacto@industriasnacional.mx,Boulevard Constitución,4456,San Rafael,Irapuato,Guanajuato,11197,Mexico,19.793139,-101.446459,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_3c0f0dbc-cdff-19a6-88ea-8d5a46d2048f,QUIMICA INTEGRAL S.A. DE C.V.,QUIMICA INTEGRAL,QUI0011200CW,MORAL,https://www.quimicaintegral.com,quimicaintegral.com,Comercio al por mayor de artículos de ferretería y herramientas,4662,11,30,11 a 30 personas,+527178845622,contacto@quimicaintegral.com,Calzada Benito Juárez,3967,San Rafael,Jesús María,Aguascalientes,01273,Mexico,18.752678,-101.706291,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_573b2c86-a1af-826d-fa77-b02992d375ee,EQUIPOS Y SISTEMAS DEL BAJIO S. DE R.L. DE C.V.,EQUIPOS Y SISTEMAS DEL BAJIO,EQD060812A7F,MORAL,https://www.equiposysistemasde.mx,equiposysistemasde.mx,Fabricación de productos químicos básicos y resinas sintéticas,3251,101,250,101 a 250 personas,+528141862123,contacto@equiposysistemasde.mx,Calzada Patriotismo,3790,Parque Industrial Benito Juárez,Valladolid,Yucatán,31635,Mexico,23.369751,-103.359172,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_fa8ee6be-65a6-bc25-a372-445fd76c3609,MANUFACTURA LATINOAMERICANA S.C.,MANUFACTURA LATINOAMERICANA,MAL21010939K,MORAL,https://www.manufacturalatinoa.com.mx,manufacturalatinoa.com.mx,Fabricación de equipo de transporte y autopartes,3363,51,100,51 a 100 personas,+529269580646,contacto@manufacturalatinoa.com.mx,Calle 5 de Mayo,1504 Int Piso 12,Parque Industrial,Los Mochis,Sinaloa,25311,Mexico,19.798522,-104.656189,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_eb52ea56-e34c-a55b-af76-51b675a46e09,EQUIPOS Y SISTEMAS LATINOAMERICANA S.A. DE C.V.,EQUIPOS Y SISTEMAS LATINOAMERICANA,EQL020328UIV,MORAL,https://www.equiposysistemasla.mx,equiposysistemasla.mx,Transporte de carga general y logística multimodal,4841,6,10,6 a 10 personas,+524794272406,contacto@equiposysistemasla.mx,Circuito González Gallo,3716 Int Piso 6,Parque Industrial,Culiacán,Sinaloa,25672,Mexico,24.960406,-105.105964,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_d73901bf-f1e9-1b25-8036-196288724650,EQUIPOS Y SISTEMAS INTEGRAL S.A.B. DE C.V.,EQUIPOS Y SISTEMAS INTEGRAL,EQI100627U4F,MORAL,https://www.equiposysistemasin.com,equiposysistemasin.com,Transporte de carga general y logística multimodal,4841,31,50,31 a 50 personas,+529229483306,contacto@equiposysistemasin.com,Boulevard Industria Militar,1645,Del Valle,Mazatlán,Sinaloa,25688,Mexico,22.29111,-102.1042,1,DENUE,97,2026-09-06T14:49:23.999183+00:00,2026-09-06T14:49:24.066222+00:00
mx_f91ccb46-22d1-11b6-79b4-7926d2e43102,PROVEEDORA NACIONAL S. DE R.L. DE C.V.,PROVEEDORA NACIONAL,PRN080904GIO,MORAL,https://www.proveedoranacional.com,proveedoranacional.com,Fabricación de productos farmacéuticos y medicamentos,3254,0,5,0 a 5 personas,+528597984714,contacto@proveedoranacional.com,Calle Félix U. Gómez,2667 Int Piso 13,Parque Industrial Benito Juárez,Matamoros,Tamaulipas,28866,Mexico,23.039946,-102.934438,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_c8e085b3-98c5-35a4-e15d-ed53102fba8f,PROVEEDORA MODERNA S.A. DE C.V.,PROVEEDORA MODERNA,PRM110524HYZ,MORAL,https://www.proveedoramoderna.com.mx,proveedoramoderna.com.mx,Fabricación de productos de plástico y polímeros para empaque,3261,251,,251 y más personas,+526465583513,contacto@proveedoramoderna.com.mx,Paseo Juárez,3879,Polanco,Soledad de Graciano Sánchez,San Luis Potosí,24958,Mexico,20.905987,-95.667879,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_094fd84c-f618-2052-0b50-dafa663d5ce8,QUIMICA EMPRESARIAL S.A.S.,QUIMICA EMPRESARIAL,QUE98091944V,MORAL,https://www.quimicaempresarial.com.mx,quimicaempresarial.com.mx,Instalaciones eléctricas y electromecánicas en construcciones,2382,51,100,51 a 100 personas,+529832592144,contacto@quimicaempresarial.com.mx,Paseo Revolución,4210,Parque Industrial CIVAC,Chihuahua,Chihuahua,08538,Mexico,22.336024,-103.03036,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_8bc971b3-af39-8a00-a626-877065e6085a,INDUSTRIAS DEL PACIFICO S.A. DE C.V.,INDUSTRIAS DEL PACIFICO,IND071117X9N,MORAL,https://www.industriasdelpacif.com,industriasdelpacif.com,Fabricación de productos de plástico y polímeros para empaque,3261,11,30,11 a 30 personas,+527963720410,contacto@industriasdelpacif.com,Calle Manuel Ávila Camacho,2807,Centro,Salamanca,Guanajuato,11117,Mexico,18.870364,-98.706959,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_e5747105-1402-dd39-35c9-fa39fae055be,MANUFACTURA INTEGRAL S.A.P.I. DE C.V.,MANUFACTURA INTEGRAL,MAI051210Y2I,MORAL,https://www.manufacturaintegra.com.mx,manufacturaintegra.com.mx,Fabricación de estructuras metálicas y pailería industrial,3323,251,,251 y más personas,+529994890443,contacto@manufacturaintegra.com.mx,Circuito Paseo Cuauhnáhuac,2378 Int Piso 4,Parque Industrial CIVAC,Naucalpan,México,15818,Mexico,19.272208,-98.807877,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_46fc7b61-77ac-9b3a-4180-4c5ecc64efc8,METALURGICA ESPECIALIZADA 96 S.A.P.I. DE C.V.,METALURGICA ESPECIALIZADA 96,MEE120302HHS,MORAL,https://www.metalurgicaespecia.mx,metalurgicaespecia.mx,Transporte de carga general y logística multimodal,4841,0,5,0 a 5 personas,+524214952137,contacto@metalurgicaespecia.mx,Calle Juárez,409,San Rafael,San Andrés Cholula,Puebla,21560,Mexico,19.395826,-97.935534,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_5b8f7d04-3fdf-a7de-0498-b2fc87082c7e,ENERGIA DEL CENTRO S.A.P.I. DE C.V.,ENERGIA DEL CENTRO,END130802GIX,MORAL,https://www.energiadelcentro.mx,energiadelcentro.mx,Instalaciones eléctricas y electromecánicas en construcciones,2382,6,10,6 a 10 personas,+525084913288,contacto@energiadelcentro.mx,Circuito Morones Prieto,2941,Industrial Vallejo,Cuernavaca,Morelos,17975,Mexico,24.909511,-96.237973,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_757dae75-3c16-66ca-e4d0-a1bfbdbf7276,QUIMICA DEL BAJIO S. DE R.L. DE C.V.,QUIMICA DEL BAJIO,QUD220303YNF,MORAL,https://www.quimicadelbajio82.com.mx,quimicadelbajio82.com.mx,Comercio al por mayor de artículos de ferretería y herramientas,4662,251,,251 y más personas,+524712943308,contacto@quimicadelbajio82.com.mx,Av. Cuauhtémoc,592,Industrial Vallejo,Delicias,Chihuahua,08180,Mexico,16.267082,-99.441121,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_57fa60f2-35d7-0b39-48df-330e66f56b80,FARMACEUTICA DE OCCIDENTE S.A.P.I. DE C.V.,FARMACEUTICA DE OCCIDENTE,FAD090105BBN,MORAL,https://www.farmaceuticadeocci.com.mx,farmaceuticadeocci.com.mx,Fabricación de productos de plástico y polímeros para empaque,3261,11,30,11 a 30 personas,+529665819415,contacto@farmaceuticadeocci.com.mx,Av. Reforma,3853,Centro,San Pedro Cholula,Puebla,21889,Mexico,19.891747,-98.875066,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_2024ac15-66e6-9fb9-97fa-33f130d1c7de,ENERGIA DEL BAJIO S.A.S.,ENERGIA DEL BAJIO,END070528TMK,MORAL,https://www.energiadelbajio.com,energiadelbajio.com,Fabricación de estructuras metálicas y pailería industrial,3323,31,50,31 a 50 personas,+525736720921,contacto@energiadelbajio.com,Carretera Lázaro Cárdenas,1097,Zona Industrial,Matehuala,San Luis Potosí,24788,Mexico,22.545206,-100.370712,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_470a73f4-eff3-fd82-ea12-87d7d2483c4e,AUTOMOTRIZ DEL BAJIO S.A.S.,AUTOMOTRIZ DEL BAJIO,AUD9805146D2,MORAL,https://www.automotrizdelbajio.com,automotrizdelbajio.com,Servicios de consultoría en administración y gestión empresarial,5416,11,30,11 a 30 personas,+525827765467,contacto@automotrizdelbajio.com,Circuito Félix U. Gómez,601 Int Piso 10,Centro,Mérida,Yucatán,31684,Mexico,23.363027,-101.104336,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_e88aeb5c-1a25-66b0-df90-016cd90ce457,AUTOMOTRIZ DEL PACIFICO 98 S.C.,AUTOMOTRIZ DEL PACIFICO 98,AUD0012139T6,MORAL,https://www.automotrizdelpacif.mx,automotrizdelpacif.mx,Instalaciones eléctricas y electromecánicas en construcciones,2382,31,50,31 a 50 personas,+526083673492,contacto@automotrizdelpacif.mx,Circuito Industria Militar,3669,Jardines del Bosque,Kanasín,Yucatán,31299,Mexico,20.742905,-104.278503,1,DENUE,97,2026-09-06T14:49:23.986023+00:00,2026-09-06T14:49:24.035751+00:00
mx_cb0952b7-d5cb-08fc-033d-0eeae894ea1f,ENERGIA MODERNA S.A. DE C.V.,ENERGIA MODERNA,ENM070623VWG,MORAL,https://www.energiamoderna.com.mx,energiamoderna.com.mx,Fabricación de productos químicos básicos y resinas sintéticas,3251,51,100,51 a 100 personas,+528539751240,contacto@energiamoderna.com.mx,Carretera Manuel Ávila Camacho,2435 Int Piso 3,Parque Industrial,Ciudad Obregón,Sonora,26213,Mexico,25.168082,-101.909098,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_8c808b7a-41ae-04b7-d8a1-4d3320a6be13,GRUPO INDUSTRIAL DINAMICA S.A.P.I. DE C.V.,GRUPO INDUSTRIAL DINAMICA,GRD190205IYO,MORAL,https://www.grupoindustrialdin.mx,grupoindustrialdin.mx,Fabricación de productos farmacéuticos y medicamentos,3254,51,100,51 a 100 personas,+528877096667,contacto@grupoindustrialdin.mx,Circuito González Gallo,945,Industrial Vallejo,Córdoba,Veracruz,30362,Mexico,21.886676,-100.059581,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:23.999183+00:00
mx_91430928-79d6-34dc-7552-fd2a7f90bccc,GRUPO INDUSTRIAL INDUSTRIAL S. DE R.L. DE C.V.,GRUPO INDUSTRIAL INDUSTRIAL,GRI060308HRJ,MORAL,https://www.grupoindustrialind.com.mx,grupoindustrialind.com.mx,Instalaciones eléctricas y electromecánicas en construcciones,2382,11,30,11 a 30 personas,+529157206808,contacto@grupoindustrialind.com.mx,Calle Revolución,2321 Int Piso 13,Jardines del Bosque,Veracruz,Veracruz,30512,Mexico,20.882312,-97.000547,1,DENUE,97,2026-09-06T14:49:23.988197+00:00,2026-09-06T14:49:24.037755+00:00
mx_c901b2c0-d0d0-9c52-33e9-99d5c476fafe,INDUSTRIAS LATINOAMERICANA S.A.S.,INDUSTRIAS LATINOAMERICANA,INL040324MU4,MORAL,https://www.industriaslatinoam.com,industriaslatinoam.com,Fabricación de equipo de transporte y autopartes,3363,11,30,11 a 30 personas,+526592765141,contacto@industriaslatinoam.com,Paseo Hidalgo,2551 Int Piso 6,Parque Industrial Benito Juárez,Monclova,Coahuila,05536,Mexico,16.732477,-101.723261,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009458+00:00
mx_b87d8576-6f8f-8094-ae8e-78e9448cda86,FARMACEUTICA CENTRAL S.A.S.,FARMACEUTICA CENTRAL,FAC090613PAL,MORAL,https://www.farmaceuticacentra.mx,farmaceuticacentra.mx,Servicios de consultoría en administración y gestión empresarial,5416,0,5,0 a 5 personas,+528848080874,contacto@farmaceuticacentra.mx,Calle Manuel Ávila Camacho,3955,Santa Fe,Soledad de Graciano Sánchez,San Luis Potosí,24535,Mexico,18.724034,-101.479639,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009458+00:00
mx_a6fd0be6-f4f1-98e0-add6-5db5472e3da3,METALURGICA MEXICANA S. DE R.L. DE C.V.,METALURGICA MEXICANA,MEM141127SWP,MORAL,https://www.metalurgicamexican.com,metalurgicamexican.com,Comercio al por mayor de artículos de ferretería y herramientas,4662,0,5,0 a 5 personas,+528173524960,contacto@metalurgicamexican.com,Circuito Félix U. Gómez,387,Parque Industrial,Mazatlán,Sinaloa,25805,Mexico,21.186485,-96.978798,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009795+00:00
mx_50748480-34b1-2d9f-ca0a-b732ba8c3a32,AUTOMOTRIZ MEXICANA S.A. DE C.V.,AUTOMOTRIZ MEXICANA,AUM980615KF2,MORAL,https://www.automotrizmexicana.com.mx,automotrizmexicana.com.mx,Fabricación de productos químicos básicos y resinas sintéticas,3251,11,30,11 a 30 personas,+526551043224,contacto@automotrizmexicana.com.mx,Boulevard Benito Juárez,2466 Int Piso 9,Parque Industrial Benito Juárez,Puebla,Puebla,21445,Mexico,15.903046,-104.110874,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009795+00:00
mx_caebc148-b7ff-f04b-dda6-ac537a98a146,CONSULTORES CENTRAL S.A. DE C.V.,CONSULTORES CENTRAL,COC050105S8W,MORAL,https://www.consultorescentral.com.mx,consultorescentral.com.mx,Servicios de consultoría en administración y gestión empresarial,5416,31,50,31 a 50 personas,+528978615071,contacto@consultorescentral.com.mx,Circuito Lázaro Cárdenas,3932,Industrial Vallejo,Jesús María,Aguascalientes,01575,Mexico,21.239963,-98.394398,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009795+00:00
mx_ee4e4071-ff7f-3da4-62e2-116e1199d855,FARMACEUTICA AVANZADA S.C.,FARMACEUTICA AVANZADA,FAA090924CXB,MORAL,https://www.farmaceuticaavanza.mx,farmaceuticaavanza.mx,Fabricación de estructuras metálicas y pailería industrial,3323,0,5,0 a 5 personas,+528159689689,contacto@farmaceuticaavanza.mx,Calle Industria Militar,333,Parque Industrial Benito Juárez,Santa Catarina,Nuevo León,19387,Mexico,17.851966,-102.847787,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009795+00:00
mx_1eff69cb-bac0-5464-8eb3-9f5caf114361,DISTRIBUIDORA DE LAS AMERICAS S.A.S.,DISTRIBUIDORA DE LAS AMERICAS,DID960905FZU,MORAL,https://www.distribuidoradelas.com,distribuidoradelas.com,Comercio al por mayor de artículos de ferretería y herramientas,4662,101,250,101 a 250 personas,+526553596826,contacto@distribuidoradelas.com,Calzada Hidalgo,2533,Santa Fe,Mexicali,Baja California,02611,Mexico,17.893803,-101.093181,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009795+00:00
mx_4e88af22-48c3-574e-3fee-4a0e4f6b973c,ENERGIA EMPRESARIAL S.A.B. DE C.V.,ENERGIA EMPRESARIAL,ENE150321V0C,MORAL,https://www.energiaempresarial.com,energiaempresarial.com,Desarrollo de software y servicios de tecnología de información,5415,51,100,51 a 100 personas,+528765181369,contacto@energiaempresarial.com,Calle Paseo Cuauhnáhuac,2468,Parque Industrial FINSA,Naucalpan,México,15390,Mexico,21.742458,-98.57665,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009795+00:00
mx_d6838dda-f054-5e0d-6fde-0705d9ac2bad,SERVICIOS INTEGRALES INTEGRAL S.A. DE C.V.,SERVICIOS INTEGRALES INTEGRAL,SEI211126Y7M,MORAL,https://www.serviciosintegrale.mx,serviciosintegrale.mx,Fabricación de estructuras metálicas y pailería industrial,3323,11,30,11 a 30 personas,+525540158659,contacto@serviciosintegrale.mx,Boulevard Félix U. Gómez,2713,Centro,Ensenada,Baja California,02305,Mexico,18.063344,-96.312869,1,DENUE;DENUE,100,2026-09-06T14:49:28.009183+00:00,2026-09-06T14:49:24.009795+00:00
mx_a20c1cad-6a4a-6abb-f59c-de848020e915,SERVICIOS INTEGRALES DE OCCIDENTE S.A.S.,SERVICIOS INTEGRALES DE OCCIDENTE,SED1209217ZW,MORAL,https://www.serviciosintegrale.com.mx,serviciosintegrale.com.mx,Fabricación de estructuras metálicas y pailería industrial,3323,31,50,31 a 50 personas,+528292651660,contacto@serviciosintegrale.com.mx,Av. Constitución,3909 Int Piso 4,Roma Norte,Tijuana,Baja California,02663,Mexico,22.214103,-98.68067,1,DENUE;DENUE,100,2026-09-06T14:49:28.009183+00:00,2026-09-06T14:49:24.011656+00:00
mx_b3e64b45-8390-3dbf-cb68-afe84b3b7ddb,SERVICIOS INTEGRALES DEL PACIFICO S. DE R.L. DE C.V.,SERVICIOS INTEGRALES DEL PACIFICO,SED990416OB3,MORAL,https://www.serviciosintegrale.com,serviciosintegrale.com,Comercio al por mayor de maquinaria y equipo industrial,4659,31,50,31 a 50 personas,+527487235640,contacto@serviciosintegrale.com,Calzada Félix U. Gómez,975,Jardines del Bosque,Mexicali,Baja California,02479,Mexico,22.453991,-96.370964,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.013532+00:00
mx_2fb60217-c707-5e46-d7d0-c137db13e530,TECNOLOGIA DEL PACIFICO S.A.B. DE C.V.,TECNOLOGIA DEL PACIFICO,TED970312I3B,MORAL,https://www.tecnologiadelpacif.mx,tecnologiadelpacif.mx,Instalaciones eléctricas y electromecánicas en construcciones,2382,31,50,31 a 50 personas,+524593083481,contacto@tecnologiadelpacif.mx,Calle Juárez,2538 Int Piso 13,Santa María la Ribera,Guasave,Sinaloa,25525,Mexico,23.757754,-100.547043,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.009795+00:00
mx_7fccdd74-43f1-dae3-d2cd-f97274caa00f,TECNOLOGIA DEL NORTE S.A. DE C.V.,TECNOLOGIA DEL NORTE,TED101216FXX,MORAL,https://www.tecnologiadelnorte.mx,tecnologiadelnorte.mx,Fabricación de estructuras metálicas y pailería industrial,3323,101,250,101 a 250 personas,+526058453702,contacto@tecnologiadelnorte.mx,Circuito Manuel Ávila Camacho,927 Int Piso 15,Parque Industrial Benito Juárez,Guasave,Sinaloa,25124,Mexico,24.32634,-103.919419,1,DENUE,97,2026-09-06T14:49:23.981537+00:00,2026-09-06T14:49:24.026079+00:00
mx_5b9bf515-9960-a2a7-5280-8aadcc7dd92b,PLASTICOS DINAMICA S.A.B. DE C.V.,PLASTICOS DINAMICA,PLD980921T4B,MORAL,https://www.plasticosdinamica5.com.mx,plasticosdinamica5.com.mx,Fabricación de productos químicos básicos y resinas sintéticas,3251,31,50,31 a 50 personas,+529997775186,contacto@plasticosdinamica5.com.mx,Calzada Insurgentes Sur,3450,Parque Industrial FINSA,Ciudad Obregón,Sonora,26388,Mexico,19.092884,-103.117307,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.011656+00:00
mx_c31283d4-b650-ce48-75eb-6b0a70b5b3fd,TECNOLOGIA DINAMICA S.A.B. DE C.V.,TECNOLOGIA DINAMICA,TED2207026XN,MORAL,https://www.tecnologiadinamica.com.mx,tecnologiadinamica.com.mx,Fabricación de equipo de transporte y autopartes,3363,0,5,0 a 5 personas,+525524143200,contacto@tecnologiadinamica.com.mx,Paseo Insurgentes Sur,2139 Int Piso 5,Parque Industrial,Miguel Hidalgo,Ciudad de México,09400,Mexico,17.840263,-104.932507,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.011656+00:00
mx_67f23f41-f4bb-3776-e2d5-0a695b3b4e28,TRANSPORTES DEL BAJIO S.A. DE C.V.,TRANSPORTES DEL BAJIO,TRD210509PS6,MORAL,https://www.transportesdelbaji.com,transportesdelbaji.com,Fabricación de equipo de transporte y autopartes,3363,0,5,0 a 5 personas,+525512844313,contacto@transportesdelbaji.com,Circuito Hidalgo,260,San Jerónimo,Álvaro Obregón,Ciudad de México,09273,Mexico,23.760925,-103.173584,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.011656+00:00
mx_126a821f-f83f-80ef-2946-e08852f2bccc,DESARROLLOS AVANZADA S.A.P.I. DE C.V.,DESARROLLOS AVANZADA,DEA221006TO8,MORAL,https://www.desarrollosavanzad.mx,desarrollosavanzad.mx,Comercio al por mayor de artículos de ferretería y herramientas,4662,31,50,31 a 50 personas,+529697450798,contacto@desarrollosavanzad.mx,Circuito Reforma,1632,Jardines del Bosque,Soledad de Graciano Sánchez,San Luis Potosí,24727,Mexico,25.214849,-97.689875,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.011656+00:00
mx_84446b80-7620-7d67-9068-7f05df28c92a,INNOVACION DEL BAJIO 56 S.A.S.,INNOVACION DEL BAJIO 56,IND100607WT8,MORAL,https://www.innovaciondelbajio.com,innovaciondelbajio.com,Transporte de carga general y logística multimodal,4841,0,5,0 a 5 personas,+525599598283,contacto@innovaciondelbajio.com,Paseo Juárez,3258 Int Piso 8,San Jerónimo,Iztapalapa,Ciudad de México,09740,Mexico,18.736651,-104.410799,1,DENUE,97,2026-09-06T14:49:23.969252+00:00,2026-09-06T14:49:24.011656+00:00
mx_92d0aa34-1e06-1198-2271-9cbf3364aad5,INNOVACION DEL BAJIO S.A.S.,INNOVACION DEL BAJIO,IND980806W87,MORAL,https://www.innovaciondelbajio.mx,innovaciondelbajio.mx,Fabricación de productos químicos básicos y resinas sintéticas,3251,0,5,0 a 5 personas,+525558693050,contacto@innovaciondelbajio.mx,Carretera Manuel Ávila Camacho,433 Int Piso 5,Parque Industrial CIVAC,Miguel Hidalgo,Ciudad de México,09284,Mexico,23.796992,-99.926284,1,DENUE,97,2026-09-06T14:49:23.981537+00:00,2026-09-06T14:49:24.013532+00:00
mx_93a57ead-22a1-254b-d0ee-5c3d124d9231,INNOVACION DEL CENTRO S.A.P.I. DE C.V.,INNOVACION DEL CENTRO,IND190401HZ0,MORAL,https://www.innovaciondelcentr.mx,innovaciondelcentr.mx,Comercio al por mayor de maquinaria y equipo industrial,4659,11,30,11 a 30 personas,+525529093254,contacto@innovaciondelcentr.mx,Calle Insurgentes Sur,2076,Del Valle,Cuauhtémoc,Ciudad de México,09483,Mexico,17.029458,-103.735174,1,DENUE,97,2026-09-06T14:49:23.988197+00:00,2026-09-06T14:49:24.037755+00:00
